route,scenario,project,fg_db,stage,scaling_note,method,unit,score
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,-1.7090277453880833
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,0.001341632391456599
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,0.00018050202887496278
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",-28.841213804437245
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",-13.074701175339912
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,0.025016996604518275
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.7071364488606703
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.5828308482580851
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,2.040839670158994e-05
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.015324132694504791
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,-0.022167925247833682
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,-0.022492852228784964
Hydrolysis,SSP1VLLO_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.05557449764203922
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,-0.0007090318053222593
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,6.399380396753463
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",0.6851431364794951
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",0.9008777475376187
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",15.054257597541948
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,0.06072309534140452
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,0.005138994914892997
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,0.0003325958809754676
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",0.09736419369347274
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",15.160125637449706
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,-0.023860668928309656
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.3170632113937956
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.01774735183719381
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,2.221805324853837e-05
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.0012642713831851342
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,0.005072080421205159
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,0.0053208842962568035
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.0019872189779179187
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,-0.03980139204969421
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,-11.243129999066364
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",-1.0452087811524604
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",-1.4994106131252454
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",-16.36453776947456
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,-3.0586738271853293
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,-0.00363279556683264
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,-0.00018487820221434127
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",-28.794955165256802
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",-22.210990222584787
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,-0.011520650125715811
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.3469896307687243
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.6088922587646286
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,-1.5131237122253817e-06
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.01589866904216721
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,-0.025452331684211196
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,-0.026449992583023465
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.014480238667572275
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,-0.0405105975475151
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,-4.843766199373443
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",-0.3600665139843862
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",-0.5985339752215164
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",-1.3103422474346844
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,-2.9979492334169513
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,0.0015061959052740156
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,0.00014773104052277463
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",-28.69762090083756
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",-7.050878424294969
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,-0.035381870833753756
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.6640567044651496
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.6266394205581113
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,2.0704924543769814e-05
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.017163064076437154
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,-0.02038032423209446
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,-0.02112919018631803
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.016465079660707684
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,0.0024593162192109437
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,7.015863834958455
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",0.7354679879840346
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",0.9666105397373113
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",13.132855526806555
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,0.20265780601605368
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,0.006779601724223858
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,0.0004407531956992916
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",0.17467571774015211
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",16.586414138294465
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,-0.004503805793210454
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.33037872411961994
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.005419646821453551
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,2.2224970866848012e-05
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.00021038658664626609
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,0.00569674922817259
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,0.0059410219875421525
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.011066873342170352
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,-0.0359408823524963
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,-9.729806091292025
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",-0.9930012277680803
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",-1.4284859991968022
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",-18.360889859765464
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,-2.688212804117436
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,-0.0016506195742398754
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,-5.3712120970680443e-05
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",-28.713484176960847
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",-20.090454235666474
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,0.007479893280374797
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.3316498889227264
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.5968429977595423
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,-1.2238131312108893e-06
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.01461498867515448
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,-0.023426740350732233
